prim_key,hand_assign_final,hand_assign_AWCS,certainty_mj,certainty_dz,mismatched,certainty_mismatch,hand_assign_mj,hand_assign_dz,
12014501:1,43904101,43904101,1,2,1,2,43601300,43904101,TRUE
12014533:1,49209400,49209400,2,3,0,NA,49209400,49209400,TRUE
12014569:1,15112100,15204100,2,2,1,2,15204100,13107100,FALSE
12014574:1,51906100,51906100,1,2,1,2,51709900,51906100,TRUE
12014580:1,43305100,43305100,3,3,0,NA,43305100,43305100,TRUE
12014588:1,NA,NA,1,NA,1,NA,43601400,NA,TRUE
12014616:1,29201100,13201101,1,2,1,2,29201200,29201100,FALSE
12014621:1,39701100,13201101,2,1,1,2,17301300,17301101,FALSE
12014627:1,49303100,13207101,3,2,1,2,19409901,15119901,FALSE
12014640:1,41101100,41101100,2,3,1,2,41101200,11202200,TRUE
12014643:1,13101100,13101100,3,3,0,NA,13101100,13101100,TRUE
12014673:1,31909200,33903200,3,3,0,NA,33903200,33903200,FALSE
12014701:1,15201100,15201100,3,2,0,NA,15201100,15201100,TRUE
12014703:1,17302301,17302301,2,2,0,NA,17302301,17302301,TRUE
12014707:1,13119902,13119902,1,1,1,1,13119900,13119902,TRUE
12014712:1,23101100,23101100,2,2,0,NA,23101100,23101100,TRUE
12014713:1,27304100,27304100,3,3,0,NA,27304100,27304100,TRUE
12014725:1,43601400,43601400,3,2,0,NA,43601400,43601400,TRUE
12014729:1,13203100,13203100,2,2,0,NA,13203100,13203100,TRUE
12014731:1,53302200,53302200,3,3,0,NA,53302200,53302200,TRUE
12014735:1,43601400,41101100,1,2,1,2,13201101,41101100,FALSE
12014737:1,43508101,43508101,3,3,0,NA,43508101,43508101,TRUE
12024003:1,19409900,19204100,3,3,0,NA,19204100,19204100,FALSE
12024021:1,43903100,43903100,2,2,1,2,43903100,27304100,TRUE
12024029:1,53606100,53606100,2,2,1,3,39901100,53606100,TRUE
12024035:1,25203100,25203100,2,2,0,NA,25203100,25203100,TRUE
12024045:1,11912100,11912100,1,1,1,1,11301100,11912100,TRUE
12024051:1,43405100,17211201,1,1,1,1,13116100,17211201,FALSE
12024066:1,25401200,25401200,1,2,1,2,25401200,25402100,TRUE
12024070:1,39902100,39902100,2,3,1,1,31101100,39902100,TRUE
12024072:1,23101100,23101100,3,2,0,NA,23101100,23101100,TRUE
12024092:1,21102200,29114104,1,3,1,1,29114104,21102200,FALSE
12024096:1,49202200,49202200,2,3,1,3,15115100,49202200,TRUE
12024104:1,29112300,29112300,3,3,0,NA,29112300,29112300,TRUE
12024107:1,21101200,53302200,2,1,1,1,53304100,53302200,FALSE
12024109:1,43405100,43405100,3,2,0,NA,43405100,43405100,TRUE
12024125:1,39902100,39902100,3,3,0,NA,39902100,39902100,TRUE
12024134:1,21102100,21102100,2,1,1,1,21102100,21109900,TRUE
12024142:1,43418100,43418100,3,3,0,NA,43418100,43418100,TRUE
12024228:1,29205200,29205200,3,3,0,NA,29205200,29205200,TRUE
12024232:1,11202200,11202200,2,3,0,NA,11202200,11202200,TRUE
12024239:1,41201100,41201100,3,3,0,NA,41201100,41201100,TRUE
12024241:1,19203100,19203100,3,3,0,NA,19203100,19203100,TRUE
12024248:1,13107100,13107100,3,3,0,NA,13107100,13107100,TRUE
12024255:1,31201200,31201200,2,2,1,1,31201200,21101500,TRUE
12024300:1,11902100,NA,2,2,1,NA,11902100,41101200,FALSE
12024307:1,43101100,43101100,1,1,1,1,43101100,51101100,TRUE
12024334:1,35101100,35101100,3,3,0,NA,35101100,35101100,TRUE
12024344:1,43601400,43601400,3,2,0,NA,43601400,43601400,TRUE
12024358:1,43301100,43405100,2,2,0,NA,43405100,43405100,FALSE
12024361:1,25904100,25904100,3,3,0,NA,25904100,25904100,TRUE
12024382:1,37201200,37201200,3,3,0,NA,37201200,37201200,TRUE
12024395:1,43406100,43406100,2,3,1,2,43411100,43406100,TRUE
12024437:1,19302200,19302200,1,3,1,1,43411100,19302200,TRUE
12024466:1,17201100,17201100,3,3,0,NA,17201100,17201100,TRUE
12024496:1,37301200,37301200,3,2,1,3,37301200,19103103,TRUE
12024498:1,25119400,25119400,2,2,1,2,25309900,25119400,TRUE
12024512:1,19102300,19102300,3,2,1,3,19102300,11912100,TRUE
12024514:1,49101100,49101100,1,3,1,2,13107100,49101100,TRUE
12024515:1,15115100,15115100,1,2,1,1,13115100,15115100,TRUE
12024526:1,51912100,51912100,2,3,1,3,47214100,51912100,TRUE
12024544:1,33903200,33903200,3,2,0,NA,33903200,33903200,TRUE
12024613:1,33903200,33903200,3,3,0,NA,33903200,33903200,TRUE
12024652:1,43508103,43508103,1,2,1,2,43508101,43508103,TRUE
12024661:1,35101200,11908100,2,2,1,2,11908100,43408100,FALSE
12024686:1,47214100,47214100,3,3,0,NA,47214100,47214100,TRUE
12024688:1,13201101,13201101,3,3,0,NA,13201101,13201101,TRUE
12024720:1,41201100,41201100,3,3,0,NA,41201100,41201100,TRUE
12024722:1,39902100,39902100,3,3,0,NA,39902100,39902100,TRUE
12024735:1,41203100,41203100,1,3,0,NA,41203100,41203100,TRUE
12024736:1,33903200,33903200,3,3,0,NA,33903200,33903200,TRUE
12024749:1,31909600,31909600,2,3,1,1,19403100,31909600,TRUE
12024753:1,25205200,25205200,2,3,1,2,25205200,25201200,TRUE
12024764:1,25202100,25904100,2,2,1,2,25202100,25309902,FALSE
12024771:1,NA,NA,NA,1,1,NA,NA,41401200,TRUE
12024797:1,37201100,37201100,3,3,0,NA,37201100,37201100,TRUE
12024799:1,41902200,41902200,3,2,1,3,41902200,41902100,TRUE
12024808:1,53706200,53706200,2,2,0,NA,53706200,53706200,TRUE
12024809:1,29207100,29207100,3,3,0,NA,29207100,29207100,TRUE
12024868:1,25202200,25202200,3,3,0,NA,25202200,25202200,TRUE
12024874:1,33301200,33301200,1,1,1,2,33903200,31101100,TRUE
12024876:1,41302100,41302100,2,3,1,2,13208200,41302100,TRUE
12024878:1,43504100,43504100,1,3,1,3,49907100,43504100,TRUE
12024879:1,43408100,43408100,2,2,1,2,43408100,43418100,TRUE
12024906:1,43417100,43417100,3,3,0,NA,43417100,43417100,TRUE
12024912:1,11202100,11202100,2,3,0,NA,11202100,11202100,TRUE
12024916:1,39909900,39909900,3,2,0,NA,39909900,39909900,TRUE
12024932:1,41201100,41201100,3,3,0,NA,41201100,41201100,TRUE
12024989:1,11101100,11301100,2,2,1,1,11301100,11102100,FALSE
12025003:1,11303102,11303102,2,2,0,NA,11303102,11303102,TRUE
12025050:1,41202200,41202200,2,1,1,3,11102100,43508104,TRUE
12025055:1,21102100,21102100,2,2,0,NA,21102100,21102100,TRUE
12025091:1,43601400,43906100,1,1,1,1,43906100,25903100,FALSE
12025099:1,21101200,21101200,3,3,0,NA,21101200,21101200,TRUE
12025119:1,35301100,35301100,3,3,0,NA,35301100,35301100,TRUE
12025126:1,25901100,43601400,3,3,0,NA,43601400,43601400,FALSE
12025131:1,41203100,41203100,2,3,1,2,41203100,41101100,TRUE
12025135:1,31101400,31101400,2,3,1,2,31101400,29206100,TRUE
12034004:1,13201101,43303100,2,2,1,2,43303100,13201101,FALSE
12034044:1,25202200,25202200,1,2,1,2,25202100,25202200,TRUE
12034046:1,43405100,43405100,3,1,1,1,43405100,41201100,TRUE
12034048:1,43408100,43408100,3,1,0,NA,43408100,43408100,TRUE
12034055:1,21102300,21102300,2,3,0,NA,21102300,21102300,TRUE
12034058:1,41203100,41201100,3,3,0,NA,41201100,41201100,FALSE
12034161:1,43505100,43505100,3,2,0,NA,43505100,43505100,TRUE
12034164:1,31909100,31909100,3,3,0,NA,31909100,31909100,TRUE
12034165:1,31101400,31101400,2,3,0,NA,31101400,31101400,TRUE
12034169:1,31101400,31101400,2,3,0,NA,31101400,31101400,TRUE
12034177:1,25105200,25105200,1,2,1,2,25119900,25105200,TRUE
12034178:1,49907100,49907100,1,2,1,1,43405100,49907100,TRUE
12034185:1,41902100,41902100,3,3,0,NA,41902100,41902100,TRUE
12034188:1,11101100,11101100,1,2,1,1,11101100,11102100,TRUE
12034196:1,19104200,19104200,3,3,1,3,19104200,19102100,TRUE
12034223:1,47211100,53708100,3,3,0,NA,53708100,53708100,FALSE
12034229:1,25119400,25119400,1,2,1,1,25309900,25119400,TRUE
12034233:1,35201400,35201400,1,3,0,NA,35201400,35201400,TRUE
12034234:1,11914100,15112100,3,2,1,3,43506100,11919903,FALSE
12034238:1,43904101,43904101,2,2,1,2,43904102,43904101,TRUE
12034244:1,25904100,25904100,3,3,0,NA,25904100,25904100,TRUE
12034260:1,13113100,13113100,1,1,1,1,13119900,11203100,TRUE
12034275:1,53303300,53303300,3,3,0,NA,53303300,53303300,TRUE
12034277:1,19406100,19406100,2,3,1,2,19406100,43911100,TRUE
12034281:1,29114100,31909200,1,3,1,1,31909200,31101100,FALSE
12034324:1,43405103,43405103,2,1,1,2,43405103,41302100,TRUE
12044036:1,35302200,35302200,2,1,1,1,41909100,35302200,TRUE
12044073:1,27304305,27304305,3,3,0,NA,27304305,27304305,TRUE
12044125:1,39601100,39601100,3,2,1,3,39601100,37201100,TRUE
12044173:1,43906100,43906100,1,2,0,NA,43906100,43906100,TRUE
12054018:1,43601400,43601400,3,2,1,3,43601400,43906100,TRUE
12054039:1,11102100,15114300,2,2,0,NA,15114300,15114300,FALSE
14092001:1,47404100,47404100,3,3,0,NA,47404100,47404100,TRUE
14092002:1,15119901,15119901,3,3,0,NA,15119901,15119901,TRUE
14092003:1,25402100,25402100,2,1,1,2,25402100,13116100,TRUE
14092004:1,27302200,27302200,3,3,0,NA,27302200,27302200,TRUE
14092007:1,35201100,35201100,2,2,0,NA,35201100,35201100,TRUE
14092008:1,25106600,25106600,2,3,0,NA,25106600,25106600,TRUE
14092010:1,53705100,53705100,2,3,1,3,43508103,53705100,TRUE
14092012:1,11101100,13205100,3,2,1,2,13205100,11919903,FALSE
14092013:1,15115100,15115100,2,3,1,2,15115100,43101100,TRUE
14092014:1,21102100,21102100,3,2,1,3,21102100,21101200,TRUE
14092015:1,49909200,49909200,3,3,0,NA,49909200,49909200,TRUE
14092022:1,11919902,13104107,2,3,0,NA,13104107,13104107,FALSE
14092026:1,27102500,27102500,1,2,0,NA,27102500,27102500,TRUE
14092029:1,43405100,43405100,1,1,0,NA,43405100,43405100,TRUE
14092030:1,29206100,29206100,2,3,0,NA,29206100,29206100,TRUE
14092031:1,11101100,11101100,3,3,0,NA,11101100,11101100,TRUE
14092034:1,11202100,11102100,2,2,0,NA,11102100,11102100,FALSE
14092036:1,51701100,43408100,3,3,1,3,43408100,43417100,FALSE
14092042:1,39202100,39202100,1,2,0,NA,39202100,39202100,TRUE
14092045:1,41309900,11202200,1,2,0,NA,11202200,11202200,FALSE
14092046:1,21102300,21102300,1,3,1,3,29114104,21102300,TRUE
14092049:1,53705100,53705100,2,3,0,NA,53705100,53705100,TRUE
14092052:1,27102500,27102500,3,2,1,3,27102500,17301101,TRUE
14092053:1,41101200,41101200,1,2,1,1,43101100,51101100,TRUE
14092057:1,43601100,43601100,3,2,0,NA,43601100,43601100,TRUE
14092062:1,11312100,11312100,2,2,1,2,11312100,13107100,TRUE
14092066:1,21102300,21102100,3,2,0,NA,21102100,21102100,FALSE
14092070:1,11904100,11904100,2,3,1,1,11904100,17216100,TRUE
14092071:1,29901200,29901200,2,3,1,1,11919902,29901200,TRUE
14092072:1,11903900,11303102,1,2,1,1,11903300,11303102,FALSE
14092075:1,41101200,41101200,2,2,1,2,41101200,11202100,TRUE
14092078:1,49304200,49304200,3,2,0,NA,49304200,49304200,TRUE
14092082:1,43101100,43101100,2,2,0,NA,43101100,43101100,TRUE
14092083:1,13201101,13201101,2,2,1,2,13201101,43101100,TRUE
14092086:1,43417100,43601300,2,3,1,2,43601300,43417100,FALSE
14092087:1,43908100,43908100,3,3,0,NA,43908100,43908100,TRUE
14092088:1,49907100,49907100,2,3,1,3,49909900,49907100,TRUE
14092089:1,11303101,11303101,3,2,1,3,11303101,11101100,TRUE
14092091:1,49209600,49209600,2,3,0,NA,49209600,49209600,TRUE
14092092:1,39904100,39904100,2,3,0,NA,39904100,39904100,TRUE
14092095:1,29114100,29114100,3,3,0,NA,29114100,29114100,TRUE
14092099:1,19204200,19204200,3,2,0,NA,19204200,19204200,TRUE
14092102:1,29207100,29207100,2,2,0,NA,29207100,29207100,TRUE
14092108:1,25205200,25205200,1,1,1,3,25309900,25203100,TRUE
14092109:1,29114100,29114100,3,3,0,NA,29114100,29114100,TRUE
14092111:1,21102300,21102300,3,2,1,2,21101400,21102100,TRUE
14092114:1,13205100,13205100,1,2,1,1,13205100,13209902,TRUE
14092117:1,13104100,15119901,1,2,1,1,43101100,15119901,FALSE
14092120:1,13201101,13201101,3,3,0,NA,13201101,13201101,TRUE
14092121:1,25108100,25108100,1,2,0,NA,25108100,25108100,TRUE
14092124:1,43407100,43407100,1,1,0,NA,43407100,43407100,TRUE
14092132:1,47211100,47211100,2,3,1,2,47101100,47211100,TRUE
14092134:1,25202100,25202100,3,3,0,NA,25202100,25202100,TRUE
14092135:1,29114100,29114100,3,3,0,NA,29114100,29114100,TRUE
14092136:1,15119902,17207100,2,3,1,1,17207100,15113300,FALSE
14092138:1,13115100,13115100,1,2,1,2,15114200,13115100,TRUE
14092141:1,11903300,11903300,3,2,0,NA,11903300,11903300,TRUE
14092142:1,39904100,39904100,2,3,1,1,11903300,39904100,TRUE
14092145:1,13201101,13201101,3,3,0,NA,13201101,13201101,TRUE
14092147:1,11203100,11203100,2,2,1,2,11203100,13113100,TRUE
14092149:1,41203100,41203100,3,2,1,3,41203100,51903100,TRUE
14092154:1,25202100,25202100,3,3,0,NA,25202100,25202100,TRUE
14092155:1,25309902,25309902,3,3,0,NA,25309902,25309902,TRUE
14092157:1,11102100,13112100,1,NA,1,1,11301100,NA,FALSE
14092158:1,11102100,11102100,2,3,0,NA,11102100,11102100,TRUE
14092159:1,25105200,25105200,2,2,0,NA,25105200,25105200,TRUE
14092160:1,11203100,11203100,1,2,1,1,11203100,27304200,TRUE
14092161:1,47214100,51702100,3,2,1,2,47214100,51702100,FALSE
14092162:1,13104102,13104102,1,2,0,NA,13104102,13104102,TRUE
14092164:1,35301100,35301100,2,2,0,NA,35301100,35301100,TRUE
14092166:1,25203100,25203100,3,2,0,NA,25203100,25203100,TRUE
14092167:1,39902100,39902100,3,3,0,NA,39902100,39902100,TRUE
14092168:1,15114200,15114200,2,3,1,2,15115100,15114200,TRUE
14092172:1,29112300,29112300,3,3,0,NA,29112300,29112300,TRUE
14092173:1,23101100,23101100,2,2,0,NA,23101100,23101100,TRUE
14092175:1,11914100,11914100,1,2,1,1,43406100,11914100,TRUE
14092176:1,43601400,43601400,2,2,0,NA,43601400,43601400,TRUE
14092179:1,15115200,15115200,2,2,1,2,15115200,15114200,TRUE
14092181:1,15113300,15113300,2,3,1,2,15113200,15113300,TRUE
14092186:1,11903200,11903200,3,3,0,NA,11903200,11903200,TRUE
14092187:1,19406100,19406100,3,2,0,NA,19406100,19406100,TRUE
14092189:1,49907100,49907100,2,2,1,2,49907100,49909900,TRUE
14092191:1,21102100,21102100,2,2,1,2,21102100,21102200,TRUE
14092198:1,43601200,43601200,3,3,1,3,23201100,43601200,TRUE
14092207:1,41401200,41401200,2,2,0,NA,41401200,41401200,TRUE
14092209:1,43302102,43302102,2,2,1,1,43302102,13201102,TRUE
14092218:1,11101100,13111100,2,2,0,NA,13111100,13111100,FALSE
14092219:1,43405100,43405100,3,2,0,NA,43405100,43405100,TRUE
14092221:1,41902100,41902100,3,3,1,3,41902200,41902100,TRUE
14092222:1,43505200,43505200,3,3,0,NA,43505200,43505200,TRUE
14092225:1,49909100,49909100,2,3,0,NA,49909100,49909100,TRUE
14092229:1,53303200,53303200,3,3,0,NA,53303200,53303200,TRUE
14092230:1,39902100,39902100,3,3,0,NA,39902100,39902100,TRUE
14092233:1,17206100,17206100,3,3,1,2,15113300,17206100,TRUE
14092235:1,11101100,41302100,2,2,1,1,11101100,41302100,FALSE
14092237:1,11203100,11203100,2,2,0,NA,11203100,11203100,TRUE
14092241:1,11102100,11102100,1,2,1,1,11102100,11908100,TRUE
14092243:1,37201100,37201100,2,2,0,NA,37201100,37201100,TRUE
14092245:1,25402100,25402100,3,2,1,2,25402100,25901100,TRUE
14092251:1,11914100,11914100,2,1,0,NA,11914100,11914100,TRUE
14092253:1,23101100,23101100,3,2,0,NA,23101100,23101100,TRUE
14092256:1,43906100,43906100,3,2,0,NA,43906100,43906100,TRUE
14092259:1,21101400,21101400,2,3,1,2,21101400,21102300,TRUE
14092260:1,13201101,13201101,3,3,0,NA,13201101,13201101,TRUE
14092264:1,41401100,41401100,2,2,0,NA,41401100,41401100,TRUE
14092270:1,43417100,43101100,1,2,1,1,43101100,41101200,FALSE
14092274:1,41302100,41302100,3,3,0,NA,41302100,41302100,TRUE
14092276:1,39902100,35201400,2,3,0,NA,35201400,35201400,FALSE
14092282:1,43417100,43417100,2,2,1,2,43419900,11903200,TRUE
14092285:1,43305100,43305100,3,3,0,NA,43305100,43305100,TRUE
14092286:1,11303101,15112100,2,3,1,2,11303101,13201101,FALSE
14092287:1,29205700,29205700,3,2,1,3,29205700,31909200,TRUE
14092291:1,19303102,19303102,2,3,1,2,21101400,19303102,TRUE
14092292:1,21102100,21102100,3,3,1,3,21102100,39901100,TRUE
14092293:1,53303200,53303200,3,2,0,NA,53303200,53303200,TRUE
14092296:1,25105200,25105200,1,2,1,2,25108100,25104200,TRUE
14092305:1,25202100,25202100,3,3,0,NA,25202100,25202100,TRUE
14092309:1,39501200,39501200,3,3,0,NA,39501200,39501200,TRUE
14092313:1,11313100,11313100,2,1,1,1,11313100,13107100,TRUE
14092314:1,41201100,41201100,3,3,0,NA,41201100,41201100,TRUE
14092319:1,25401200,25401200,3,3,0,NA,25401200,25401200,TRUE
14092322:1,25202100,25202100,2,3,0,NA,25202100,25202100,TRUE
14092329:1,13114100,13114100,2,2,1,3,13114100,11311100,TRUE
14092331:1,15113200,15113200,3,2,1,3,15113200,15113300,TRUE
14092335:1,43906100,43906100,1,3,0,NA,43906100,43906100,TRUE
14092337:1,41203100,41203100,3,3,1,3,41203100,41401200,TRUE
14092338:1,41101100,41101100,2,3,1,1,27102300,41101100,TRUE
14092339:1,15115100,15115100,3,2,1,2,15115100,15115200,TRUE
14092340:1,27403200,27403200,3,3,0,NA,27403200,27403200,TRUE
14092343:1,13103102,13103102,2,3,0,NA,13103102,13103102,TRUE
14092344:1,15119901,15119901,1,2,1,2,15119908,13119904,TRUE
14092351:1,13201101,13201101,3,3,0,NA,13201101,13201101,TRUE
14092357:1,25403100,25403100,3,3,0,NA,25403100,25403100,TRUE
14092358:1,27204101,27204104,1,1,1,1,27204104,25203100,FALSE
14092361:1,17301300,25119400,1,1,1,1,25102100,25119400,FALSE
14092362:1,25309902,25309902,3,3,0,NA,25309902,25309902,TRUE
14092364:1,43405103,43405103,2,2,1,1,31909900,43405103,TRUE
14092365:1,37101100,37101100,3,2,0,NA,37101100,37101100,TRUE
14092366:1,43303100,43303100,2,2,0,NA,43303100,43303100,TRUE
14092367:1,19406100,19406100,2,2,1,2,19406100,43911100,TRUE
14092370:1,11102100,11102100,1,2,1,1,11102100,11912100,TRUE
14092374:1,13114100,13114100,2,2,1,2,13114100,13107100,TRUE
14092383:1,29114100,29114100,3,3,0,NA,29114100,29114100,TRUE
14092395:1,39509200,39509200,3,3,0,NA,39509200,39509200,TRUE
14092396:1,41201100,41201100,3,2,0,NA,41201100,41201100,TRUE
14092398:1,41401200,41401200,1,2,1,2,41309900,41401200,TRUE
14092402:1,35201400,35201400,1,2,0,NA,35201400,35201400,TRUE
14092403:1,11903300,11903300,2,1,1,1,11903300,13119904,TRUE
14092407:1,25202200,25202200,3,3,0,NA,25202200,25202200,TRUE
14092411:1,13208200,13201101,3,2,0,NA,13201101,13201101,FALSE
14092419:1,15112200,15112200,2,1,1,1,15113300,11919907,TRUE
14092421:1,15113300,15113300,3,2,1,3,15112100,15113300,TRUE
14092425:1,11915100,11915100,2,2,0,NA,11915100,11915100,TRUE
14092426:1,17201100,17201100,1,1,1,1,15115100,17201100,TRUE
14092429:1,29114100,15119908,2,2,1,2,29114100,29206100,FALSE
14092430:1,33101200,33101200,3,2,0,NA,33101200,33101200,TRUE
14092431:1,11312100,11312100,2,2,0,NA,11312100,11312100,TRUE
14092432:1,15113400,15113400,3,2,0,NA,15113400,15113400,TRUE
14092441:1,43408100,43408100,3,3,1,3,43408100,39601200,TRUE
14092443:1,39902100,39902100,3,3,0,NA,39902100,39902100,TRUE
14092444:1,15113200,15113200,3,3,0,NA,15113200,15113200,TRUE
14092447:1,11901302,11901302,1,2,1,1,11901302,11307103,TRUE
14092450:1,11306100,15119901,1,2,1,1,15119901,17213100,FALSE
14092454:1,21201100,21201100,3,2,0,NA,21201100,21201100,TRUE
14092457:1,53702100,53702100,3,3,0,NA,53702100,53702100,TRUE
14092459:1,43601400,43601400,3,3,0,NA,43601400,43601400,TRUE
14092460:1,29102100,29102100,3,3,0,NA,29102100,29102100,TRUE
14092461:1,43417100,43417100,3,3,0,NA,43417100,43417100,TRUE
14092462:1,43405100,43405100,3,3,0,NA,43405100,43405100,TRUE
14092464:1,25301100,25301100,2,2,1,2,25301100,25202200,TRUE
14092465:1,33102101,33201101,3,3,0,NA,33201101,33201101,FALSE
14092468:1,29206100,29206100,3,2,0,NA,29206100,29206100,TRUE
14092471:1,33102101,17205100,1,2,1,3,33201101,33102101,FALSE
14092473:1,49907100,49907100,3,3,1,3,49907100,37201100,TRUE
14092475:1,29202100,29202100,3,2,0,NA,29202100,29202100,TRUE
14092476:1,43101100,43101100,1,2,1,1,11307102,13108102,TRUE
14092480:1,43904102,43904102,1,1,1,1,11306100,29207100,TRUE
14092481:1,29112700,29112700,3,3,0,NA,29112700,29112700,TRUE
14092483:1,49202200,49202200,2,2,1,1,15115200,15114301,TRUE
14092488:1,43405100,43405100,3,1,1,2,43405100,43209900,TRUE
14092494:1,13104107,13104107,3,3,0,NA,13104107,13104107,TRUE
14092496:1,43906100,41203100,2,3,0,NA,41203100,41203100,FALSE
14092500:1,13108100,13108100,2,3,1,2,13108102,13108100,TRUE
14092501:1,27401100,43408100,3,2,1,3,43408100,43417100,FALSE
14092506:1,19204100,11904100,2,2,1,2,11912100,11904100,FALSE
14092507:1,15112100,15119901,2,1,1,2,15119901,15115100,FALSE
14092510:1,25302100,25302100,3,2,1,3,25302100,25203200,TRUE
14092511:1,11101100,11101100,2,1,0,NA,11101100,11101100,TRUE
14092518:1,15113200,15113200,2,2,1,3,15113200,15113300,TRUE
14092521:1,43906100,43906100,2,2,1,2,43405100,43305100,TRUE
14092522:1,11103100,11303101,2,1,1,2,11303101,13205100,FALSE
14092524:1,43405103,43405103,NA,1,1,1,NA,43101100,TRUE
14092529:1,15119909,15119909,3,3,0,NA,15119909,15119909,TRUE
14092538:1,49907100,49907100,2,2,1,3,49907100,37101200,TRUE
14092539:1,49302302,49302302,2,3,1,2,49302302,49309200,TRUE
14092541:1,25309900,25309900,3,3,0,NA,25202100,25202200,TRUE
14092544:1,43904102,43904102,2,2,1,1,43904102,11303102,TRUE
14092549:1,11312100,11312100,2,2,0,NA,11312100,11312100,TRUE
14092552:1,21109900,21109900,1,1,1,1,13107100,21109900,TRUE
14092557:1,21109100,21109100,2,1,1,3,21109100,11903902,TRUE
14092559:1,43405103,43601300,2,2,0,NA,43601300,43601300,FALSE
14092561:1,49201100,49201100,2,2,0,NA,49201100,49201100,TRUE
14092563:1,19204100,19204100,3,3,0,NA,19204100,19204100,TRUE
14092574:1,11102100,41201100,3,3,0,NA,41201100,41201100,FALSE
14092577:1,41401100,41401100,2,3,0,NA,41401100,41401100,TRUE
14092580:1,13202102,43906100,1,2,1,1,13103200,13202102,FALSE
14092581:1,25202100,25202100,3,3,0,NA,25202100,25202100,TRUE
14092582:1,25202100,25202100,3,2,1,3,25202100,25202200,TRUE
14092588:1,15119901,15119901,3,3,0,NA,15119901,15119901,TRUE
14092590:1,29114100,29114100,3,3,0,NA,29114100,29114100,TRUE
14092592:1,39902100,39902100,3,3,1,3,39902100,31101100,TRUE
14092594:1,15119909,15119909,2,2,1,1,11302100,15119909,TRUE
14092595:1,41201100,41201100,3,2,1,1,41201100,35304100,TRUE
14092597:1,15119902,15119902,1,2,1,1,15119902,17214100,TRUE
14092599:1,31909100,43405100,3,2,0,NA,43405100,43405100,FALSE
14092604:1,51209200,51209200,2,2,1,1,51209900,51209200,TRUE
14092605:1,29201100,29201100,2,3,0,NA,29201100,29201100,TRUE
14092607:1,25904100,25904100,2,3,0,NA,25904100,25904100,TRUE
14092610:1,53303300,53303300,3,2,0,NA,53303300,53303300,TRUE
14092612:1,11903300,11903300,1,2,0,NA,11903300,11903300,TRUE
14092614:1,43904102,43904102,2,2,1,1,41302100,43904102,TRUE
14092615:1,47207100,47207100,3,2,0,NA,47207100,47207100,TRUE
14092617:1,13115100,13115100,3,2,1,3,13115100,43416100,TRUE
14092618:1,11903300,11903300,3,2,0,NA,11903300,11903300,TRUE
14092629:1,13112100,13112100,3,2,1,2,13112100,43303100,TRUE
14092634:1,13115100,13115100,2,2,0,NA,13115100,13115100,TRUE
14092636:1,23209100,23209100,3,3,0,NA,23209100,23209100,TRUE
14092639:1,11911100,11911100,2,2,1,1,21102300,11911100,TRUE
14092643:1,13105100,13105100,3,2,1,3,13105100,47101100,TRUE
14092644:1,47206100,17205101,1,2,1,2,49907100,47206100,FALSE
14092648:1,51301100,51301100,3,3,0,NA,51301100,51301100,TRUE
